Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9
1,0,0,0,1,0,0,1,0
1,1,0,0,1,0,1,0,0
1,1,0,1,0,0,0,1,1
1,0,1,1,1,1,0,1,0
1,0,1,1,0,1,1,0,0
1,0,1,0,1,1,0,1,1
1,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,1
0,1,0,0,1,1,1,0,0
0,0,0,1,1,1,1,1,0
1,1,0,1,0,0,0,1,0
1,0,1,1,1,0,1,0,1
0,0,0,1,1,0,0,0,1
1,1,1,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,1,0,1
1,0,0,0,0,0,1,1,1
1,1,0,0,0,1,1,0,1
1,0,1,1,0,0,0,1,1
0,1,1,1,1,0,0,0,1
1,0,1,1,1,0,1,0,0
0,0,1,1,0,1,0,0,1
0,1,1,1,1,0,1,0,0
0,1,0,1,0,1,1,0,1
0,1,1,0,1,1,0,0,1
1,1,1,1,0,1,1,0,0
1,1,0,0,1,0,0,0,0
1,1,0,1,0,0,1,0,1
0,1,1,0,0,0,1,1,1
0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,1
0,1,0,0,1,0,1,1,1
1,0,1,0,1,1,1,0,0
1,0,0,1,0,1,0,0,1
0,0,1,1,0,0,0,1,0
1,1,0,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1
0,0,1,1,1,0,0,1,0
0,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0
0,1,0,0,1,1,0,0,1
0,1,0,0,1,0,0,1,1
0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,1,1
0,1,1,1,1,1,0,0,0
0,1,1,0,1,1,0,1,1
1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0
1,1,1,0,0,1,1,0,1
1,0,0,0,1,0,1,0,1
1,1,1,1,0,0,1,0,1
0,0,0,1,0,0,1,1,1
1,0,1,1,1,0,1,0,0
0,0,0,1,0,0,0,0,1
0,1,1,1,0,0,0,1,1
1,0,1,0,1,0,1,0,0
0,0,0,0,0,1,1,0,0
0,0,0,1,1,1,1,1,1
0,1,0,1,1,0,0,0,1
0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,1
1,1,1,0,1,0,0,1,0
1,0,0,1,0,1,0,0,0
0,0,0,1,1,1,0,1,0
0,0,1,0,1,0,0,1,0
1,0,1,1,1,1,1,0,0
1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0
1,0,0,0,1,1,1,1,1
0,0,1,0,0,1,1,0,0
0,1,0,1,1,0,0,1,0
1,1,0,0,1,1,1,0,0
0,1,0,1,1,1,0,0,0
0,1,0,1,1,0,1,0,0
1,0,1,1,1,0,1,1,0
0,1,0,0,1,0,1,0,1
0,0,1,1,0,0,0,0,1
1,1,1,1,0,1,1,0,0
1,1,1,1,0,0,1,0,0
0,1,1,0,1,0,0,1,1
0,0,0,0,1,1,1,1,1
1,0,0,0,1,1,0,1,1
0,1,0,1,0,1,1,0,0
0,1,0,1,1,0,1,0,0
1,1,1,0,0,1,0,0,0
0,1,1,0,0,0,1,1,1
0,0,0,1,1,0,1,0,0
1,0,0,0,1,0,1,0,0
0,0,0,1,0,1,1,1,0
1,0,0,1,0,0,0,0,1
1,1,1,1,0,0,0,1,0
0,1,1,1,1,1,1,0,1
0,0,1,1,1,1,0,1,1
1,0,1,1,0,1,0,0,0
0,0,0,0,1,0,1,1,1
1,1,0,1,1,1,1,0,1
0,0,1,0,0,0,0,1,1
1,1,1,1,1,0,1,0,0
1,0,0,1,1,0,1,1,0
1,1,1,1,0,1,0,0,1
0,1,0,0,0,1,0,0,0
1,0,0,0,1,1,1,1,0
0,0,1,0,0,1,1,1,1
0,1,1,1,0,1,0,1,1
1,0,1,1,1,1,1,0,1
1,1,0,0,1,0,0,1,0
1,1,1,1,0,0,1,1,1
1,0,0,0,0,0,1,1,1
1,0,0,0,1,0,1,0,1
1,1,1,0,1,1,0,0,1
1,1,1,1,0,0,0,1,0
1,0,0,0,1,1,0,0,0
0,1,0,1,0,0,0,0,1
1,0,1,0,1,0,0,0,0
0,1,0,1,0,1,1,1,1
1,1,0,1,0,0,0,1,0
0,0,0,1,1,1,0,0,1
0,1,0,1,1,0,1,0,1
1,0,1,0,0,1,1,1,0
1,0,1,0,0,1,1,0,1
0,0,1,0,1,1,0,1,0
0,1,0,1,1,1,0,1,1
1,1,0,1,0,0,0,1,1
0,0,1,1,0,1,1,0,0
1,0,1,1,1,1,0,1,1
0,0,1,1,1,1,1,1,1
0,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,1
1,1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,1,1
0,1,0,1,0,1,1,0,0
0,0,0,1,1,1,0,0,0
0,0,0,0,1,1,1,0,0
0,1,1,1,0,1,0,0,1
1,0,1,1,1,1,1,0,1
1,1,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,1,1
1,1,0,1,1,0,0,0,0
0,0,0,0,0,1,1,1,1
1,1,0,1,0,0,1,1,1
0,0,0,1,0,1,1,0,0
1,1,0,0,1,0,0,0,1
1,1,1,0,1,1,1,0,0
0,1,0,0,0,1,1,1,0
0,1,1,1,1,1,1,0,0
1,0,1,0,0,1,0,1,0
0,1,0,1,0,1,1,1,1
1,0,0,1,0,1,0,0,0
0,0,0,1,1,1,1,1,1
0,1,1,0,0,0,0,1,1
0,1,1,0,1,1,0,1,0
1,0,0,0,1,1,1,0,0
1,0,1,1,1,1,0,0,1
0,1,1,1,1,0,0,1,0
0,0,1,0,1,0,1,1,0
0,1,0,0,1,1,1,0,1
1,0,0,0,1,1,1,1,0
0,0,1,0,0,1,1,1,0
1,1,0,1,0,0,0,0,1
0,1,1,0,0,0,0,1,0
1,0,1,0,1,1,0,0,0
0,0,0,0,1,1,1,1,0
0,0,1,1,0,0,1,0,0
0,0,1,1,1,1,1,0,1
1,0,1,1,1,1,0,1,0
1,1,1,0,1,1,1,0,1
0,1,0,1,0,0,0,0,1
1,0,1,1,1,1,0,0,0
0,1,0,0,0,1,0,1,1
1,0,1,0,0,1,0,1,0
1,0,0,0,0,1,1,0,1
1,1,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0
1,0,1,1,1,0,1,1,0
1,1,1,1,0,1,0,1,0
1,0,0,0,1,1,0,1,0
1,0,1,0,0,1,1,0,1
1,0,1,0,1,1,1,0,1
0,1,1,0,0,1,0,1,1
0,0,0,0,0,0,0,1,1
0,1,1,0,1,1,1,1,0
0,1,1,0,0,1,0,1,0
0,1,0,0,0,1,0,1,1
1,1,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0
1,1,1,1,1,1,0,1,0
0,1,0,1,0,0,1,1,0
0,1,0,1,0,0,1,1,0
1,0,1,1,1,1,0,1,0
0,0,0,0,0,1,0,0,0
1,1,0,1,0,1,0,0,0
1,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,1,1
1,1,1,1,0,0,0,1,0
0,1,1,0,0,0,1,0,1
0,1,0,1,1,1,0,1,1
0,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,1,0
1,0,1,1,1,0,0,1,0
0,1,0,0,1,0,1,0,1
0,0,1,1,1,0,1,0,0
0,1,0,0,1,1,1,0,0
1,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,1,1
0,0,0,1,1,1,0,1,1
0,0,1,1,1,0,1,1,0
0,1,1,0,1,1,0,0,0
1,1,0,1,0,0,1,1,1
0,0,1,0,1,0,1,0,1
0,0,0,1,1,0,1,0,1
1,0,0,1,1,0,0,0,0
0,0,1,1,1,0,1,1,0
0,1,1,1,0,1,1,0,1
0,1,1,1,1,0,0,1,0
0,0,0,1,0,0,1,1,0
0,0,1,1,0,0,1,1,0
0,0,0,1,1,1,0,1,0
1,1,1,1,1,1,0,1,0
0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,1,1,1
1,0,1,1,1,1,0,1,0
0,1,1,0,0,0,0,0,0
1,0,0,1,0,1,0,0,1
0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,1,1,1
1,0,0,1,0,1,0,0,1
0,1,0,0,0,1,0,1,1
1,0,0,1,1,0,0,1,0
1,0,1,0,1,0,0,1,0
0,1,1,0,0,0,0,1,0
0,1,1,1,0,0,0,1,1
1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,1
0,1,0,0,1,0,0,0,1
1,1,0,1,0,0,1,1,0
0,1,0,1,1,1,0,0,1
0,0,1,0,1,1,1,0,1
1,1,1,0,1,0,0,1,1
1,1,0,0,0,1,0,1,0
0,1,0,1,0,1,1,1,0
1,1,0,0,0,0,1,0,0
1,1,0,1,0,0,1,0,1
0,0,0,0,1,1,1,1,0
0,0,0,1,1,0,1,0,0
0,0,1,1,1,0,1,0,1
0,1,0,0,1,1,0,1,0
1,1,1,1,1,0,1,0,1
1,1,0,1,1,0,1,1,1
0,1,0,0,0,1,1,1,0
1,0,0,1,0,1,0,1,1
1,1,0,1,0,0,1,0,0
0,0,1,0,1,1,0,1,0
0,1,1,1,0,1,0,1,0
1,0,1,0,0,1,1,0,1
1,0,1,1,0,1,1,0,0
1,0,0,1,1,0,0,1,1
1,1,0,1,1,0,1,0,1
1,1,0,0,1,0,0,1,0
0,0,1,1,1,0,1,1,1
1,0,1,0,1,0,0,1,0
0,1,1,1,1,1,0,1,0
1,0,1,0,1,0,0,0,1
1,0,0,1,1,1,1,1,1
1,0,0,1,0,1,0,1,0
1,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1
0,1,1,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0
0,1,0,1,0,1,1,0,1
0,1,1,1,1,0,1,0,1
1,0,0,1,0,1,1,1,0
0,0,1,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0
1,1,0,1,0,1,0,0,1
1,1,1,0,1,0,1,0,1
0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0
1,1,1,0,1,0,0,1,0
1,1,1,0,1,0,1,0,1
1,1,1,1,1,1,0,1,0
1,0,1,1,0,0,1,1,0
1,0,1,1,0,0,1,0,0
1,0,0,1,0,1,1,0,1
0,0,0,1,1,1,0,0,1
0,1,0,1,1,0,1,0,1
0,1,0,1,1,0,0,1,1
0,1,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,1
1,0,1,1,0,1,1,0,1
1,0,0,1,0,1,1,0,0
1,0,1,0,0,1,0,0,0
1,1,0,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,1
1,0,1,0,0,1,0,1,0
0,0,1,1,0,1,0,0,0
1,1,0,0,0,0,1,1,0
0,1,1,1,1,1,1,0,0
1,1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,1
0,1,1,1,1,0,0,1,0
1,1,0,0,1,1,0,0,1
0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0
0,0,0,1,1,0,1,0,1
1,1,1,1,1,1,0,1,1
0,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,1,0
0,1,1,0,1,1,1,0,1
1,0,1,1,0,1,1,0,0
0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,1,1,1
1,0,0,1,0,1,0,0,0
1,1,1,1,0,0,1,1,0
0,0,0,0,1,1,1,1,1
0,1,1,0,1,0,1,1,0
0,0,1,1,0,1,0,0,0
1,0,1,1,1,1,1,1,0
1,0,0,0,0,1,0,1,1
1,1,0,0,1,0,1,1,0
0,0,1,1,1,1,1,0,0
0,0,0,0,0,1,1,0,0
0,0,1,0,1,1,0,1,0
0,1,1,1,1,0,1,0,0
1,0,0,0,1,1,1,1,0
0,1,0,0,1,1,1,1,1
1,1,0,0,0,1,1,1,0
0,1,1,1,1,0,1,1,1
1,1,1,1,1,1,0,0,1
0,1,0,1,1,1,1,0,0
1,0,1,1,1,1,1,0,1
1,1,0,1,1,1,0,0,1
0,1,0,0,0,0,1,1,1
0,1,0,0,1,1,1,1,1
1,1,0,0,1,1,1,0,0
1,0,1,0,0,1,0,0,0
0,1,1,0,1,1,1,1,1
0,0,1,0,1,0,0,1,1
0,1,1,1,0,0,1,1,0
0,0,1,0,1,0,1,1,1
1,0,1,0,0,1,1,0,1
0,0,1,0,1,0,0,1,0
1,0,1,1,0,0,1,0,0
0,0,0,0,1,0,1,1,0
1,1,1,0,0,1,1,0,1
0,1,1,0,0,1,0,0,1
0,1,1,0,0,1,0,1,1
0,1,1,1,1,1,0,0,0
1,1,1,1,0,1,0,1,1
0,0,1,1,0,1,0,1,1
0,0,1,0,1,1,0,1,0
0,1,0,0,1,0,1,0,1
1,0,1,0,0,1,1,1,0
1,0,0,1,0,1,0,1,1
0,0,1,0,1,0,1,1,0
1,1,1,0,1,0,1,0,0
1,0,0,1,1,1,0,1,0
0,0,0,0,1,1,1,1,0
0,1,0,1,1,1,1,0,1
0,1,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1
0,1,1,0,1,0,0,0,0
1,1,1,1,1,0,0,1,1
1,1,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1
0,1,1,1,0,1,0,0,1
1,1,0,1,1,0,1,1,0
0,0,0,0,1,0,1,0,1
0,0,1,0,0,1,0,0,0
1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,0,0
0,1,1,0,1,0,1,1,1
1,0,0,0,1,0,0,0,1
1,1,0,1,0,1,1,0,0
0,1,1,0,0,1,1,0,1
1,0,0,0,1,1,1,1,0
0,1,1,1,0,0,1,0,0
0,1,0,0,1,0,1,0,0
0,1,1,0,1,1,1,1,1
0,1,0,0,0,1,1,1,0
1,0,0,1,1,1,1,1,0
1,1,0,0,1,0,1,1,1
0,0,1,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0
1,0,1,1,0,0,1,0,0
1,1,1,0,1,0,0,1,0
1,1,1,0,0,1,1,0,1
1,1,0,1,1,0,0,1,1
1,0,1,1,0,1,1,0,1
0,0,1,0,0,0,1,0,1
0,1,1,1,0,1,1,1,0
0,1,0,1,1,1,0,1,1
0,1,1,1,1,1,0,1,1
1,1,0,0,1,1,1,1,0
0,0,0,1,0,0,1,1,0
0,0,0,1,1,0,1,0,1
1,0,1,1,1,1,0,1,1
0,0,1,0,1,0,1,1,1
1,0,1,0,0,1,1,1,1
0,1,1,1,1,0,0,1,1
1,1,1,1,0,1,1,0,0
0,0,1,0,0,1,0,1,1
1,1,1,0,0,0,1,0,0
0,1,0,1,1,0,0,0,1
1,1,0,1,1,0,0,1,1
1,1,1,1,0,0,1,1,1
0,1,0,0,1,0,1,1,0
1,0,0,0,1,0,1,0,1
0,1,1,0,1,0,0,1,1
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1
0,0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,0,1
0,1,0,1,0,1,1,0,1
0,1,0,1,1,1,1,0,1
0,0,0,1,1,0,0,0,0
1,0,0,0,1,1,0,1,0
1,1,1,0,1,0,1,1,1
1,1,0,1,0,0,0,1,0
1,1,1,1,1,0,0,1,1
1,0,0,0,1,1,0,1,0
1,1,0,1,1,1,0,1,0
0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,0,1,1
1,1,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0
0,1,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0
0,1,1,1,1,1,0,1,0
0,1,1,0,0,0,1,1,0
0,1,1,0,1,1,0,1,1
0,1,0,0,0,1,0,1,0
0,1,0,0,1,1,1,0,0
0,0,0,0,1,1,0,0,1
0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0
1,1,1,1,0,1,1,0,1
0,0,0,1,1,1,0,1,1
0,0,1,1,0,1,1,1,1
1,0,1,0,1,1,0,0,0
0,1,0,0,1,0,1,0,1
0,0,0,0,0,1,0,1,0
0,0,1,1,1,1,0,1,1
0,0,0,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0
1,1,0,0,1,1,1,1,1
1,1,1,0,0,1,1,0,1
0,1,1,0,1,0,1,0,0
1,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0
1,1,0,1,1,1,0,0,1
0,1,1,0,0,1,1,1,1
0,1,1,0,0,0,1,1,0
1,0,1,0,0,1,1,1,1
0,1,0,1,1,1,1,1,0
1,0,1,1,1,1,0,0,0
0,0,0,1,1,0,0,0,0
1,0,1,1,1,1,0,1,1
1,1,1,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0
1,0,0,0,0,1,1,1,0
0,0,1,0,0,0,0,1,0
0,1,0,1,0,0,0,0,0
0,0,1,0,0,0,1,1,1
0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0
1,1,0,0,0,1,1,0,1
0,0,0,1,0,1,0,0,1
1,0,0,0,1,0,0,0,1
1,1,0,0,1,0,0,1,1
1,1,1,1,0,0,0,1,1
1,0,1,0,1,1,0,1,0
1,0,1,1,1,1,1,1,0
0,1,0,0,0,0,1,0,0
1,0,0,1,1,1,1,0,1
0,0,1,0,1,1,1,0,1
1,1,1,0,0,1,1,0,0
1,1,1,1,1,1,0,1,0
1,0,0,1,1,0,0,1,1
1,0,1,0,0,1,0,1,0
0,1,0,1,1,0,0,0,1
1,0,1,0,1,1,1,0,1
1,1,1,1,0,1,0,1,1
1,1,0,1,1,0,1,1,1
1,0,0,0,0,1,1,1,0
1,1,1,0,1,0,1,1,0
1,1,1,1,0,0,1,1,0
1,1,0,0,1,1,1,0,1
0,1,1,0,0,1,1,0,0
0,1,0,1,1,0,0,0,0
1,0,0,1,0,0,1,1,1
1,0,0,0,1,1,0,1,0
0,1,0,1,1,0,1,1,1
1,1,0,0,1,1,1,1,1
0,1,0,1,0,0,0,1,1
0,1,0,1,1,0,1,0,1
1,1,1,1,1,0,0,1,0
0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,1,0
0,1,1,1,1,0,1,0,1
0,1,0,1,0,1,1,1,0
0,0,1,1,1,1,1,0,0
0,1,1,0,1,1,0,1,0
0,1,0,0,1,1,0,1,0
0,0,1,1,0,1,1,0,0
0,0,0,0,1,1,1,0,0
1,1,0,0,1,1,0,1,0
0,0,1,1,1,0,0,0,1
0,0,0,0,1,1,1,0,1
1,0,0,0,1,0,0,0,0
1,0,0,1,1,0,1,0,1
1,1,1,0,1,1,1,0,0
1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,1
0,0,1,1,1,1,0,1,0
0,1,0,1,1,0,0,0,1
1,0,0,1,0,1,1,0,0
1,1,0,0,0,1,0,0,0
0,1,1,0,1,0,0,1,1
1,1,0,1,0,1,1,1,0
0,1,0,1,1,0,1,0,1
0,0,0,0,0,1,1,1,1
0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0,1,0
0,0,1,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0
0,1,0,1,1,1,0,0,1
0,1,1,0,0,1,1,0,0
0,1,0,1,1,1,1,0,1
0,1,0,0,0,1,0,0,1
1,1,0,0,1,1,1,0,1
0,1,0,1,0,1,1,0,1
0,0,1,1,1,1,0,0,1
1,0,1,0,1,1,1,0,1
1,1,0,1,0,1,1,1,0
1,1,1,1,1,1,1,0,0
0,1,1,0,1,1,0,0,0
1,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,1
1,1,0,1,1,0,0,1,1
0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0
1,1,1,0,0,1,0,1,0
0,0,0,0,0,1,1,1,1
0,0,1,1,1,1,0,1,1
1,1,1,1,0,1,1,1,0
0,0,1,1,0,0,1,0,0
1,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,1,1
1,0,1,1,1,0,0,0,1
0,0,1,0,0,0,0,1,0
0,1,1,1,1,0,0,1,1
1,0,0,1,1,1,0,0,0
0,0,0,0,1,1,0,1,1
1,0,1,1,1,0,1,0,0
0,1,1,0,1,0,1,0,1
1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,0,0,1
1,1,1,0,0,0,1,0,1
1,1,0,0,1,0,1,1,0
0,0,1,1,0,0,0,0,1
1,1,1,1,0,0,1,1,1
1,1,0,0,1,1,1,1,0
1,1,0,0,1,1,1,1,1
1,0,1,0,1,0,0,0,0
0,1,0,1,0,1,1,1,1
1,0,1,0,1,1,1,0,0
1,1,1,1,0,1,1,1,0
0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,1,1
0,0,1,1,0,0,1,0,1
0,0,0,1,1,0,1,0,0
1,1,1,0,0,0,1,0,1
0,1,1,0,1,0,1,0,0
0,0,1,1,1,1,0,1,0
1,1,0,0,0,0,1,0,1
0,1,1,0,1,1,0,1,1
0,1,0,0,1,1,1,1,0
0,0,1,1,1,1,1,0,1
1,1,1,0,0,1,1,1,0
0,0,1,1,0,0,0,1,1
0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1
0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,1,1,0
0,0,0,0,1,0,1,0,0
1,1,0,1,1,0,0,1,0
1,1,0,1,0,1,0,1,0
0,0,0,0,0,1,0,0,1
0,1,1,1,1,1,1,0,1
1,1,0,0,0,0,1,0,0
0,1,1,0,0,1,0,0,1
1,1,1,0,0,0,1,0,0
1,1,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,1
1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,0,1
1,1,0,0,0,0,1,1,0
1,0,1,1,1,0,0,1,1
0,0,0,1,1,1,1,1,0
1,0,0,0,1,1,0,1,1
1,1,0,1,0,0,1,0,0
0,1,0,1,1,1,0,1,1
1,1,0,0,0,0,0,1,1
1,0,1,0,1,1,0,1,0
1,0,1,0,1,1,0,1,0
1,0,0,1,0,1,0,1,1
1,1,1,1,0,1,1,0,1
1,0,1,1,0,0,1,1,0
1,1,0,0,1,1,1,0,1
1,0,1,1,1,0,0,0,1
0,1,1,1,0,1,0,1,0
1,1,1,1,0,1,1,0,1
0,0,0,0,0,1,0,1,1
1,1,1,0,0,1,1,1,0
1,0,1,0,1,1,0,0,0
1,0,0,1,1,0,0,1,1
1,1,0,1,0,0,1,0,1
0,0,0,1,1,1,0,1,0
1,1,0,1,0,1,0,0,1
0,0,0,1,0,0,0,0,1
1,1,1,1,0,0,0,1,0
0,0,1,1,1,0,1,1,0
0,0,0,1,1,1,1,1,1
0,1,1,1,0,0,0,1,1
1,0,0,0,1,0,1,0,1
1,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,0
1,1,0,0,1,1,1,0,0
1,1,1,1,1,1,0,1,1
0,0,1,0,1,1,1,1,0
0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,1,1,1
1,0,0,1,1,0,1,1,1
0,0,0,1,0,0,0,1,1
1,0,0,1,1,1,0,1,1
0,1,0,1,0,0,1,1,0
1,0,0,1,1,0,1,0,0
1,0,1,1,0,1,0,0,1
0,0,0,1,1,0,1,1,0
0,1,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0,1
1,0,1,1,0,1,1,0,0
0,1,0,1,0,0,0,1,0
1,0,1,0,1,0,0,1,0
1,0,0,0,1,1,1,0,0
0,1,1,1,0,0,0,1,0
0,0,0,1,0,1,1,0,0
1,1,0,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,0
0,1,0,0,0,1,0,1,0
0,1,0,1,0,1,1,0,1
1,1,0,0,1,0,1,0,1
1,0,1,0,0,1,1,0,0
1,1,0,1,0,0,1,0,1
0,0,1,1,1,1,0,0,1
1,1,0,0,0,1,0,0,1
1,0,1,1,0,1,0,1,1
1,0,1,0,1,1,0,1,0
1,0,0,1,0,0,1,1,1
0,0,0,0,1,0,0,1,0
0,0,0,1,1,1,1,0,1
1,1,0,1,1,0,0,1,0
1,1,1,1,0,1,0,0,1
1,0,1,0,1,0,0,0,1
0,1,1,1,1,0,1,0,1
0,0,0,0,1,0,1,0,0
1,0,1,1,1,0,1,0,1
1,1,1,0,0,1,1,0,0
0,1,0,1,1,0,0,1,0
1,1,0,1,0,1,0,1,1
1,1,0,0,0,0,0,1,1
0,1,0,0,0,0,1,1,1
0,0,0,1,1,0,0,1,0
1,0,1,1,1,1,1,0,1
0,1,1,1,1,0,1,0,0
0,1,1,0,0,0,0,0,1
0,0,0,1,1,1,1,0,1
0,0,0,1,0,1,1,0,1
1,0,1,1,0,1,0,1,1
0,0,1,1,1,1,1,0,1
1,1,0,1,0,0,0,1,0
1,0,0,1,0,0,0,1,0
1,1,1,1,1,1,0,0,0
1,1,1,1,0,1,0,1,1
1,0,1,1,0,1,0,1,1
0,0,0,1,0,0,0,0,1
0,0,0,1,1,1,0,0,0
1,0,1,1,1,0,0,0,0
1,1,0,1,0,1,1,1,1
1,0,1,0,1,0,1,1,1
1,1,1,1,1,1,1,0,1
0,0,0,1,1,0,1,0,1
1,0,1,0,0,0,1,1,0
0,0,0,0,0,1,0,0,0
0,0,1,1,0,1,1,0,1
0,1,1,1,1,1,1,1,0
0,0,0,0,0,1,1,1,0
1,0,1,1,0,1,1,0,0
0,1,1,1,1,1,0,0,1
0,1,0,1,0,0,1,1,0
0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,1,1,0
1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,1,1
0,1,1,1,0,1,0,0,1
0,0,1,1,1,1,0,1,1
0,1,0,0,1,0,0,1,0
0,1,1,0,1,1,1,0,0
1,1,1,0,1,1,1,1,0
0,1,1,1,0,0,0,0,0
0,1,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1
1,1,1,1,1,0,1,0,0
1,0,1,0,1,0,1,1,0
0,1,0,1,0,1,1,1,1
1,0,0,0,0,1,0,1,1
0,0,1,1,0,1,0,0,1
0,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,1,1
0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,1,1,0
1,0,1,0,1,1,0,1,1
1,1,1,0,1,1,1,0,0
0,1,1,0,1,0,0,0,0
0,0,1,0,0,1,1,1,1
1,0,0,0,0,0,1,1,0
0,1,1,1,1,0,0,0,0
0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,1,1,1
0,0,0,1,0,1,0,1,1
0,1,1,0,1,1,0,1,1
0,0,1,0,1,1,0,1,1
1,0,1,0,1,0,1,1,1
0,0,1,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1
1,1,0,1,1,0,0,1,0
1,1,1,1,1,0,1,0,0
0,0,0,1,1,1,1,0,0
1,0,1,1,1,1,1,1,1
0,1,1,0,1,0,0,1,0
1,1,1,0,0,0,1,0,0
1,0,1,0,1,1,0,1,0
0,0,1,1,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,1,1,0,1,1,1,1
1,1,0,0,1,1,1,0,1
0,0,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,1,1,0
0,1,1,0,1,1,1,1,0
1,1,0,1,1,1,1,1,0
0,0,0,1,0,1,1,1,1
0,0,1,0,1,0,1,0,1
1,1,0,1,1,1,1,1,1
0,1,0,1,0,1,1,0,1
1,1,1,0,1,1,1,1,0
1,1,0,1,0,0,1,1,1
0,1,1,1,1,0,1,1,1
